step,vehicles,pedestrians,waiting_vehicles,waiting_pedestrians,avg_vehicle_wait,avg_pedestrian_wait,phase,phase_duration,time_in_phase,state,q_table_size,epsilon
1518,5.945101529738108,4,0,0,1.738307537051994,9.443279407137341,0,22,22,"(2,1,1,0)",1568,0.07891080855793275
1519,8.94202376243882,3,2,0,1.276643101952908,1.7430073665444217,2,23,20,"(2,1,1,0)",1569,0.0788969158099472
1520,2.9389431255717815,3,2,0,0.0176067686611228,0.22015819057704938,0,34,9,"(2,1,1,0)",1570,0.07888302306196165
1521,8.935859628521147,4,2,0,1.526257575167123,7.798415555301471,3,32,3,"(2,1,1,0)",1571,0.0788691303139761
1522,11.932773280679783,2,2,0,0.8317552527716663,0.676096176158528,1,33,21,"(2,1,1,0)",1572,0.07885523756599055
1523,6.929684091449239,2,0,0,1.1783909278806104,0.19411793823841794,3,27,4,"(2,1,1,0)",1573,0.078841344818005
1524,7.926592070239725,3,0,0,0.10188266658549804,1.2901814949047583,2,33,12,"(2,1,1,0)",1574,0.07882745207001945
1525,5.923497226470068,3,1,0,0.6852801487548876,9.917056602162363,3,28,13,"(2,1,1,0)",1575,0.0788135593220339
1526,2.9203995695677034,4,2,0,0.8946979787571984,9.29099917509065,0,17,14,"(2,1,1,0)",1576,0.07879966657404835
1527,5.91729910896863,3,1,0,1.600330200305358,1.1472655509061573,0,27,23,"(2,1,1,0)",1577,0.0787857738260628
1528,4.914195854117388,4,0,0,0.3753954445150773,0.9434278436224345,3,20,4,"(2,1,1,0)",1578,0.07877188107807725
1529,5.911089814467031,4,1,0,1.8747314967011623,3.4400458708418826,0,23,0,"(2,1,1,0)",1579,0.07875798833009169
1530,6.9079809994790935,2,0,0,1.4634544406854229,1.5095575725034676,0,24,2,"(2,1,1,0)",1580,0.07874409558210614
1531,3.9048694186235657,4,0,0,0.06327227536611858,2.39166965296881,3,33,5,"(2,1,1,0)",1581,0.07873020283412059
1532,10.901755081378862,4,1,0,0.7927143324098378,1.054187770043098,0,24,4,"(2,1,1,0)",1582,0.07871631008613504
1533,3.898637997231793,1,2,0,1.4661805407410005,1.446226953297653,0,15,5,"(2,1,1,0)",1583,0.07870241733814949
1534,13.89551817567754,3,0,0,0.15642023902855587,1.0414791523590912,1,34,1,"(2,1,1,0)",1584,0.07868852459016394
1535,7.892395626219618,5,1,0,0.6790699280886936,0.16021555012955893,2,17,17,"(2,1,1,0)",1585,0.07867463184217838
1536,11.889270358369856,4,3,0,0.5074361387194927,1.2183027831268396,3,21,8,"(2,1,1,0)",1586,0.07866073909419283
1537,7.88614238164836,8,2,0,2.752034249273256,1.0015198240090961,1,29,2,"(2,1,1,0)",1587,0.07864684634620728
1538,7.883011705583491,3,0,0,0.028604444977111655,1.360636443201318,1,34,0,"(2,1,1,0)",1588,0.07863295359822173
1539,2.879878339711831,5,1,0,0.9602988971191098,0.4860118108483033,1,18,22,"(2,1,1,0)",1589,0.07861906085023618
1540,7.876742293578155,3,2,0,0.3279655301441003,3.226176652476683,1,31,9,"(2,1,1,0)",1590,0.07860516810225063
1541,8.873603576735405,2,1,0,0.024405465156170415,1.810765733337859,3,28,1,"(2,1,1,0)",1591,0.07859127535426508
1542,7.870462198744655,2,1,0,0.9762268700819773,2.614080057923825,1,29,6,"(2,1,1,0)",1592,0.07857738260627953
1543,5.867318169175089,2,0,0,0.05373229419748824,0.9903663308073106,2,21,1,"(2,1,1,0)",1593,0.07856348985829398
1544,11.864171497603966,4,0,0,0.5241584848896313,1.9850012221645037,2,15,0,"(2,1,1,0)",1594,0.07854959711030843
1545,6.8610221936165905,5,0,0,0.16243957562746802,2.515364103553116,0,31,15,"(2,1,1,0)",1595,0.07853570436232288
1546,3.8578702668062927,3,1,0,0.7570355805451586,1.376122622914107,1,21,15,"(2,1,1,0)",1596,0.07852181161433731
1547,6.854715726774385,4,4,0,0.5196078190992584,4.489139708699988,1,15,15,"(2,1,1,0)",1597,0.07850791886635176
1548,6.851558583130145,3,0,0,1.8078788202560447,0.07924735084560057,1,22,10,"(2,1,1,0)",1598,0.07849402611836621
1549,9.848398845490781,3,2,0,0.13836948300735094,5.556097604274048,0,28,8,"(2,1,1,0)",1599,0.07848013337038066
1550,3.845236523481399,2,2,0,0.5313499229322193,4.148228533605505,3,16,18,"(2,1,1,0)",1600,0.07846624062239511
1551,3.8420716267349815,1,2,0,0.29599493206404265,3.1375495779082474,2,23,6,"(2,1,1,0)",1601,0.07845234787440956
1552,1.8389041648923548,5,2,0,1.719172133241714,1.660905605803623,1,17,14,"(2,1,1,0)",1602,0.07843845512642401
1553,5.835734147602153,4,0,0,1.4447335856411132,0.1030380440743728,2,21,5,"(2,1,1,0)",1603,0.07842456237843845
1554,7.832561584520803,2,0,0,0.27097719525198943,0.2585051805358576,3,31,20,"(2,1,1,0)",1604,0.0784106696304529
1555,6.829386485312479,3,1,0,2.541864376141455,2.3507581126113446,3,24,19,"(2,1,1,0)",1605,0.07839677688246735
1556,9.826208859649084,2,1,0,1.3324306362608604,10.924114720531586,2,30,6,"(2,1,1,0)",1606,0.0783828841344818
1557,6.823028717210218,1,2,0,1.3899514295560762,2.2646127790954154,2,27,3,"(2,1,1,0)",1607,0.07836899138649625
1558,5.819846067683145,6,2,0,0.28855922055648253,0.2483920874787534,0,24,16,"(2,1,1,0)",1608,0.0783550986385107
1559,5.81666092076277,3,1,0,1.7424492177001871,4.626719008600743,3,28,4,"(2,1,1,0)",1609,0.07834120589052515
1560,8.8134732861516,3,2,0,0.5097280953404162,0.09230987085193805,3,34,7,"(2,1,1,0)",1610,0.0783273131425396
1561,2.810283173559725,0,1,0,0.36906594940226145,2.518051122370228,2,15,1,"(2,1,1,0)",1611,0.07831342039455405
1562,7.80709059270478,3,0,0,0.19060858383267476,0.14281769881311482,1,21,3,"(2,1,1,0)",1612,0.0782995276465685
1563,8.803895553311921,4,0,0,2.809857532401786,0.06645710364314433,2,20,19,"(2,1,1,0)",1613,0.07828563489858295
1564,5.80069806511379,1,1,0,2.7350628834063704,2.100110412291901,3,19,18,"(2,1,1,0)",1614,0.07827174215059739
1565,2.797498137850493,6,1,0,0.5491657993395215,0.7703161882981563,0,15,6,"(2,1,1,0)",1615,0.07825784940261184
1566,12.794295781269561,5,2,0,3.148110195218277,1.008918253713651,0,21,9,"(2,1,1,0)",1616,0.07824395665462629
1567,5.79109100512593,3,0,0,1.5973470425003704,1.253051240470798,2,18,20,"(2,1,1,0)",1617,0.07823006390664074
1568,6.787883819181903,4,3,0,0.0854819222261432,0.9502927991008633,2,16,23,"(2,1,1,0)",1618,0.07821617115865519
1569,5.784674233207123,2,1,0,1.0896278072417727,4.368207990034371,2,19,17,"(2,1,1,0)",1619,0.07820227841066964
1570,2.7814622569785477,3,1,0,1.842769545496421,0.1448477400351986,1,16,2,"(2,1,1,0)",1620,0.07818838566268407
1571,9.778247900280412,3,2,0,0.5317446552616197,0.7565764206789933,3,17,11,"(2,1,1,0)",1621,0.07817449291469852
1572,5.775031172904207,1,0,0,1.3040030009771697,0.513007263317358,2,34,7,"(2,1,1,0)",1622,0.07816060016671297
1573,10.771812084648637,2,0,0,0.15250648851148402,0.48270635775210297,0,22,22,"(2,1,1,0)",1623,0.07814670741872742
1574,6.768590645319607,1,2,0,2.1251517489482077,0.43226380350372484,0,33,4,"(2,1,1,0)",1624,0.07813281467074187
1575,5.76536686473018,4,0,0,1.4892953581371693,2.291770894297795,3,22,23,"(2,1,1,0)",1625,0.07811892192275632
1576,5.762140752700549,3,0,0,0.21330989815755813,0.6843749284606935,3,17,17,"(2,1,1,0)",1626,0.07810502917477077
1577,12.75891231905801,0,2,0,0.07779115411579908,2.6555864305378316,2,23,8,"(2,1,1,0)",1627,0.07809113642678522
1578,7.7556815736369344,4,1,0,0.46548012411538614,1.515097901545927,0,27,11,"(2,1,1,0)",1628,0.07807724367879967
1579,6.752448526278731,4,0,0,0.7044611632143222,0.8512905787639319,1,22,4,"(2,1,1,0)",1629,0.07806335093081412
1580,6.749213186831825,5,3,0,0.3349043362580988,1.050596924137331,2,18,4,"(2,1,1,0)",1630,0.07804945818282857
1581,4.745975565151618,1,1,0,0.28466936406229276,0.6787618746391211,1,34,9,"(2,1,1,0)",1631,0.07803556543484301
1582,6.742735671100471,7,0,0,0.006285681194293036,0.4968980604194774,1,16,2,"(2,1,1,0)",1632,0.07802167268685746
1583,10.739493514547659,1,1,0,0.001814490649929893,1.3574560989023137,1,15,12,"(2,1,1,0)",1633,0.07800777993887191
1584,6.736249105369356,6,1,0,0.12913812620443768,1.1370896139766216,2,34,24,"(2,1,1,0)",1634,0.07799388719088636
1585,5.733002453448595,3,1,0,1.1195285150718712,0.5009088822352924,0,29,11,"(2,1,1,0)",1635,0.07797999444290081
1586,3.7297535686752394,8,1,0,1.8798723386342535,6.600990884057525,1,32,11,"(2,1,1,0)",1636,0.07796610169491526
1587,5.726502460945958,4,2,0,0.11031372476878028,0.6074629669672434,3,24,19,"(2,1,1,0)",1637,0.07795220894692971
1588,5.723249140164185,3,1,0,1.002848501857928,0.23563315124150425,3,24,3,"(2,1,1,0)",1638,0.07793831619894415
1589,3.719993616240102,3,3,0,0.2319751809616266,0.9283408679474512,1,30,12,"(2,1,1,0)",1639,0.0779244234509586
1590,4.716735899090601,6,2,0,0.11719001554931735,0.2617234104667224,1,20,7,"(2,1,1,0)",1640,0.07791053070297305
1591,3.7134759986392503,3,0,0,0.403726852348522,4.932525201521411,1,25,22,"(2,1,1,0)",1641,0.0778966379549875
1592,9.710213924816273,2,0,0,1.1164262315486013,3.3240157220616995,2,31,9,"(2,1,1,0)",1642,0.07788274520700195
1593,4.706949687558515,5,1,0,0.6320507389509474,0.5043077037840042,2,15,0,"(2,1,1,0)",1643,0.0778688524590164
1594,9.703683296809404,4,1,0,0.12246456522126203,0.33182720768312174,1,27,20,"(2,1,1,0)",1644,0.07785495971103085
1595,4.700414762518935,3,1,0,0.12424664706844496,1.0043655507654705,3,21,11,"(2,1,1,0)",1645,0.0778410669630453
1596,3.6971440946436305,3,0,0,0.27828662128097625,1.2822670186975822,0,24,8,"(2,1,1,0)",1646,0.07782717421505975
1597,3.6938713031465116,6,3,0,0.8719601308959448,1.120853134915522,3,28,17,"(2,1,1,0)",1647,0.0778132814670742
1598,4.69059639799707,2,3,0,0.28440994824014304,2.2877234380872404,3,26,6,"(2,1,1,0)",1648,0.07779938871908865
1599,2.687319389171232,5,0,0,0.08938115676662299,3.3133184745808,3,31,5,"(2,1,1,0)",1649,0.07778549597110308
1600,7.684040286651338,2,0,0,0.736126581458119,0.34682226824191675,2,28,5,"(2,1,1,0)",1650,0.07777160322311753
1601,7.6807591004261,1,1,0,3.5266687512142023,1.5002158163896746,3,15,11,"(2,1,1,0)",1651,0.07775771047513198
1602,6.677475840490582,3,0,0,1.0703887706070225,1.73137833024606,0,26,17,"(2,1,1,0)",1652,0.07774381772714643
1603,5.674190516846164,1,1,0,0.5932902449537044,0.5868416319856489,1,17,20,"(2,1,1,0)",1653,0.07772992497916088
1604,6.67090313950051,3,0,0,0.11813024293051866,0.6268515989459393,1,27,19,"(2,1,1,0)",1654,0.07771603223117533
1605,7.667613718467543,2,0,0,2.106641949549707,1.951839735627734,2,28,19,"(2,1,1,0)",1655,0.07770213948318977
1606,4.664322263767406,5,0,0,0.7367711620437128,0.30193685467756565,2,19,19,"(2,1,1,0)",1656,0.07768824673520422
1607,4.6610287854264465,2,2,0,0.005463001988777702,0.7641750300564446,1,29,1,"(2,1,1,0)",1657,0.07767435398721867
1608,7.6577332934771665,4,4,0,0.18377213281696925,0.4622625971761062,0,30,13,"(2,1,1,0)",1658,0.07766046123923312
1609,6.654435797958208,3,2,0,0.1789285799547194,1.5587444925694285,1,18,16,"(2,1,1,0)",1659,0.07764656849124757
1610,7.651136308914314,4,0,0,0.5596245536517522,3.6027343433364973,1,25,7,"(2,1,1,0)",1660,0.07763267574326202
1611,3.647834836396299,2,2,0,0.0012840336965984755,0.6261533859623101,0,33,22,"(2,1,1,0)",1661,0.07761878299527647
1612,9.644531390461022,4,1,0,0.23106852022405255,0.5979101811394969,1,32,24,"(2,1,1,0)",1662,0.07760489024729092
1613,7.6412259811713525,3,2,0,0.28700074610360743,0.6780662470858779,1,24,4,"(2,1,1,0)",1663,0.07759099749930537
1614,3.6379186185961396,3,0,0,0.07874392261179125,3.737299032398085,1,31,19,"(2,1,1,0)",1664,0.07757710475131982
1615,5.634609312810185,2,2,0,3.3867068616949525,0.39148619487009745,3,29,21,"(2,1,1,0)",1665,0.07756321200333427
1616,8.631298073894206,1,1,0,1.0611651157624749,0.1324175860958454,0,24,10,"(2,1,1,0)",1666,0.0775493192553487
1617,4.627984911934809,4,0,0,0.9023303013396371,0.03466454082038074,1,34,2,"(2,1,1,0)",1667,0.07753542650736316
1618,9.624669837024467,4,1,0,0.8351091262944804,2.3663397511529602,3,28,11,"(2,1,1,0)",1668,0.0775215337593776
1619,8.621352859261464,2,1,0,1.9387345475579494,0.6339749343315714,0,27,14,"(2,1,1,0)",1669,0.07750764101139206
1620,8.618033988749897,3,0,0,0.9464912012150114,3.676176787409521,3,28,10,"(2,1,1,0)",1670,0.0774937482634065
1621,7.6147132355996145,5,3,0,0.9001988259605995,1.8088063512466708,2,15,18,"(2,1,1,0)",1671,0.07747985551542096
1622,3.611390609926211,3,1,0,0.1775996722165073,0.09699969104490118,0,15,10,"(2,1,1,0)",1672,0.0774659627674354
1623,3.6080661218509813,4,0,0,0.8024925321383153,2.0381345276052776,2,19,19,"(2,1,1,0)",1673,0.07745207001944984
1624,7.604739781500889,2,0,0,0.34872337701911416,0.003423990945162398,2,23,15,"(2,1,1,0)",1674,0.07743817727146429
1625,4.601411599008546,5,0,0,2.8348305096717152,1.2136427365072702,3,26,7,"(2,1,1,0)",1675,0.07742428452347874
1626,6.598081584512174,4,1,0,0.9945203683828994,1.3111225183866555,3,33,7,"(2,1,1,0)",1676,0.07741039177549319
1627,4.5947497481555715,3,3,0,0.08435750435063102,0.3298415416678823,1,18,22,"(2,1,1,0)",1677,0.07739649902750764
1628,6.591416100088093,2,2,0,0.15198799505127156,0.6115021818335611,0,30,0,"(2,1,1,0)",1678,0.07738260627952209
1629,8.588080650464608,4,3,0,0.4521692261391939,0.8647224684744935,2,20,0,"(2,1,1,0)",1679,0.07736871353153654
1630,10.584743409445473,4,2,0,0.010432545701548973,0.11685632490919996,2,33,0,"(2,1,1,0)",1680,0.07735482078355099
1631,3.581404387196506,4,1,0,0.7024807470026605,0.5970694875372714,2,23,5,"(2,1,1,0)",1681,0.07734092803556544
1632,4.578063593888944,4,0,0,0.5129737919376344,0.7818891499786037,1,25,0,"(2,1,1,0)",1682,0.07732703528757989
1633,4.5747210396994245,5,0,0,0.07956965451534193,3.921674237558857,1,26,8,"(2,1,1,0)",1683,0.07731314253959434
1634,6.571376734809948,4,2,0,0.6880803899161464,2.0936791876662095,3,27,9,"(2,1,1,0)",1684,0.07729924979160878
1635,7.568030689407845,2,3,0,0.9051094795248864,3.4229644892423474,3,22,14,"(2,1,1,0)",1685,0.07728535704362323
1636,7.564682913685753,2,2,0,1.2007191071263812,0.737919590341242,0,33,8,"(2,1,1,0)",1686,0.07727146429563768
1637,5.561333417841576,3,0,0,1.3556338945661728,6.040875866777489,2,15,12,"(2,1,1,0)",1687,0.07725757154765213
1638,6.557982212078459,4,1,0,0.7945331522293029,1.2807110725910393,2,18,13,"(2,1,1,0)",1688,0.07724367879966658
1639,8.554629306604756,2,2,0,0.38316614314657915,0.3479347933112946,3,26,14,"(2,1,1,0)",1689,0.07722978605168103
1640,5.551274711633998,4,0,0,0.07562267533533751,1.2976400601030864,0,22,3,"(2,1,1,0)",1690,0.07721589330369547
1641,8.547918437384865,4,0,0,1.0659330979128434,2.3258230764052477,2,28,11,"(2,1,1,0)",1691,0.07720200055570992
1642,11.54456049408115,2,1,0,0.23693692734648716,4.113021403178179,2,19,12,"(2,1,1,0)",1692,0.07718810780772437
1643,7.541200891951728,1,1,0,0.5321604684616424,0.37424577859745156,1,19,6,"(2,1,1,0)",1693,0.07717421505973882
1644,8.537839641230532,5,1,0,1.1964221135759858,0.8881972815550506,1,16,14,"(2,1,1,0)",1694,0.07716032231175327
1645,6.534476752156514,5,0,0,0.6256608507856196,1.3699748030763503,3,19,20,"(2,1,1,0)",1695,0.07714642956376772
1646,6.531112234973618,2,0,0,1.9120027214405646,4.94221800074964,2,19,1,"(2,1,1,0)",1696,0.07713253681578217
1647,5.527746099930746,5,0,0,4.098866363575881,0.4406633395577211,1,31,20,"(2,1,1,0)",1697,0.07711864406779662
1648,4.52437835728173,5,0,0,0.10471267732479861,3.076603986164845,2,20,5,"(2,1,1,0)",1698,0.07710475131981107
1649,5.521009017285297,4,0,0,0.8371780090081224,0.03001388854797589,2,31,4,"(2,1,1,0)",1699,0.07709085857182552
1650,6.5176380902050415,4,0,0,0.05540799798805832,1.9870358855164316,2,24,0,"(2,1,1,0)",1700,0.07707696582383997
1651,4.514265586309393,6,1,0,0.07855380857187873,0.8015468676653714,2,20,9,"(2,1,1,0)",1701,0.0770630730758544
1652,3.510891515871581,0,2,0,0.4369340948269141,2.5376393541519144,2,30,18,"(2,1,1,0)",1702,0.07704918032786885
1653,4.507515889169611,3,2,0,0.7191682434109623,0.08552790881962773,3,22,7,"(2,1,1,0)",1703,0.0770352875798833
1654,4.504138716486228,2,0,0,2.8041522224793223,7.88681556277035,3,23,14,"(2,1,1,0)",1704,0.07702139483189775
1655,7.500760008108883,2,0,0,1.115046842740292,1.6053236968702949,1,15,1,"(2,1,1,0)",1705,0.0770075020839122
1656,4.49737977432971,4,1,0,0.36910070597821537,0.06490462031814333,1,18,12,"(2,1,1,0)",1706,0.07699360933592665
1657,13.493998025445485,0,1,0,0.20500911129251734,0.1510575090789979,1,22,24,"(2,1,1,0)",1707,0.0769797165879411
1658,5.490614771757604,6,0,0,0.6048371384745378,1.1271008450815463,3,33,3,"(2,1,1,0)",1708,0.07696582383995554
1659,10.487230023572046,5,2,0,1.389700060617645,2.219867430793254,2,16,2,"(2,1,1,0)",1709,0.07695193109196999
1660,9.483843791199336,2,2,0,0.020093576946431255,1.694550403963121,0,20,23,"(2,1,1,0)",1710,0.07693803834398444
1661,4.480456084954528,5,0,0,0.2674253816797633,0.29387488231006104,3,33,0,"(2,1,1,0)",1711,0.07692414559599889
1662,8.477066915157161,3,0,0,0.1877705191109111,2.0555959624866986,2,33,24,"(2,1,1,0)",1712,0.07691025284801334
1663,3.473676292131237,3,0,0,0.7775829936767342,2.810883715227109,1,17,15,"(2,1,1,0)",1713,0.07689636010002779
1664,6.47028422620518,4,1,0,0.504878072615833,5.061949311417348,2,18,9,"(2,1,1,0)",1714,0.07688246735204224
1665,6.466890727711811,1,1,0,0.6343783403978099,3.016110807628388,1,21,5,"(2,1,1,0)",1715,0.07686857460405669
1666,7.463495806988314,2,0,0,0.422908107197482,0.24729145084517484,0,22,4,"(2,1,1,0)",1716,0.07685468185607114
1667,3.4600994743762095,3,1,0,0.4670987445632174,0.8782086601950013,2,15,16,"(2,1,1,0)",1717,0.07684078910808559
1668,5.456701740221312,3,1,0,0.6194523400762646,1.9503477951854669,2,30,3,"(2,1,1,0)",1718,0.07682689636010004
1669,8.45330261487371,5,2,0,0.7704702372540297,5.789284911426228,0,34,22,"(2,1,1,0)",1719,0.07681300361211447
1670,5.449902108687731,3,0,0,0.5851361368134215,0.08548068766189283,1,26,19,"(2,1,1,0)",1720,0.07679911086412892
1671,3.4465002320219025,4,0,0,0.9701596414890038,4.877606177359591,2,19,24,"(2,1,1,0)",1721,0.07678521811614338
1672,3.4430969952389345,2,1,0,0.04971842086705344,1.4058507577480537,0,28,22,"(2,1,1,0)",1722,0.07677132536815783
1673,4.4396924087056755,5,1,0,0.5191941704840237,1.9834076223488926,3,17,11,"(2,1,1,0)",1723,0.07675743262017228
1674,7.4362864827930855,1,0,0,0.5178418801037445,0.3093170020639026,0,33,24,"(2,1,1,0)",1724,0.07674353987218673
1675,7.432879227876206,2,0,0,0.07246901944495776,1.3777503453257531,3,34,24,"(2,1,1,0)",1725,0.07672964712420116
1676,3.4294706543341262,3,0,0,0.6543951525391292,1.3166744411344813,3,19,17,"(2,1,1,0)",1726,0.07671575437621561
1677,5.4260607725499534,4,0,0,1.706532521809133,0.754018318699185,3,16,1,"(2,1,1,0)",1727,0.07670186162823006
1678,6.422649592910778,3,0,0,1.1423457232749061,0.603802600407706,1,34,10,"(2,1,1,0)",1728,0.07668796888024451
1679,8.419237125807644,2,1,0,0.20906669415270668,2.3429290995747354,0,33,8,"(2,1,1,0)",1729,0.07667407613225896
1680,6.415823381635518,4,2,0,0.057540468355828794,3.277965333883976,2,29,5,"(2,1,1,0)",1730,0.07666018338427341
1681,8.41240837079326,6,1,0,1.9088662097181928,1.0513739228418084,3,26,5,"(2,1,1,0)",1731,0.07664629063628786
1682,5.408992103683581,6,1,0,2.165957380196458,1.7551711298364616,3,26,4,"(2,1,1,0)",1732,0.07663239788830231
1683,5.405574590713025,4,1,0,0.1294468551999642,4.8617637974753585,2,25,2,"(2,1,1,0)",1733,0.07661850514031676
1684,6.40215584229193,2,4,0,1.316480091547497,5.1655698415497495,3,29,4,"(2,1,1,0)",1734,0.07660461239233121
1685,5.398735868834395,2,1,0,0.03388102947473945,4.294742081041641,3,20,11,"(2,1,1,0)",1735,0.07659071964434566
1686,6.3953146807582515,3,0,0,0.5869072625166555,5.249047799997266,0,27,20,"(2,1,1,0)",1736,0.0765768268963601
1687,8.391892288485035,4,0,0,0.7001461941077627,0.9724250649882481,0,17,9,"(2,1,1,0)",1737,0.07656293414837455
1688,7.388468702439944,3,1,0,0.7507726312721434,2.453631153845693,1,26,9,"(2,1,1,0)",1738,0.076549041400389
1689,4.385043933051816,3,1,0,1.9940244974047177,1.3416002463603964,0,19,16,"(2,1,1,0)",1739,0.07653514865240345
1690,7.38161799075309,1,0,0,1.3285612570582823,2.5823940238771783,2,16,3,"(2,1,1,0)",1740,0.0765212559044179
1691,8.378190885979782,3,1,0,0.40815110641329233,3.146813342403601,2,26,14,"(2,1,1,0)",1741,0.07650736315643235
1692,7.37476262917145,6,0,0,0.5653199466996498,1.7811725322596632,1,33,17,"(2,1,1,0)",1742,0.0764934704084468
1693,4.371333230771154,5,0,0,0.7639521454262885,0.06207136489905711,3,32,17,"(2,1,1,0)",1743,0.07647957766046123
1694,4.367902701225439,1,3,0,1.7448123140748493,2.701205104609794,3,26,16,"(2,1,1,0)",1744,0.07646568491247568
1695,6.364471050984296,7,0,0,0.100761252410678,9.549216190298049,0,16,16,"(2,1,1,0)",1745,0.07645179216449013
1696,3.36103829050112,6,0,0,0.17325101657431263,2.3977001020192277,1,25,18,"(2,1,1,0)",1746,0.07643789941650458
1697,12.3576044302327,2,0,0,0.11257867993761261,0.04300040228196825,3,24,13,"(2,1,1,0)",1747,0.07642400666851903
1698,7.354169480639166,4,1,0,0.15354943889868505,2.6107703207045447,3,19,24,"(2,1,1,0)",1748,0.07641011392053348
1699,7.350733452183974,6,0,0,0.9780581570378422,1.5323512659481668,2,29,15,"(2,1,1,0)",1749,0.07639622117254793
1700,6.347296355333861,5,2,0,0.40292615307940793,3.5047605646769053,3,24,24,"(2,1,1,0)",1750,0.07638232842456238
1701,7.343858200558819,4,0,0,0.9166339012462864,0.3213953975348691,1,24,21,"(2,1,1,0)",1751,0.07636843567657683
1702,6.340418998332066,5,0,0,0.3938347483769991,3.294041472141133,0,19,21,"(2,1,1,0)",1752,0.07635454292859128
1703,8.336978759130005,5,1,0,1.1589540572373676,5.163626215062422,0,33,11,"(2,1,1,0)",1753,0.07634065018060573
1704,6.333537493432204,2,0,0,0.9280763924682373,1.1447082556612753,2,24,10,"(2,1,1,0)",1754,0.07632675743262017
1705,6.330095211721355,2,0,0,0.0830747035749512,1.1172011572212273,2,31,14,"(2,1,1,0)",1755,0.07631286468463462
1706,7.326651924483245,2,0,0,0.2585748547452466,2.353040954153231,0,33,18,"(2,1,1,0)",1756,0.07629897193664907
1707,2.323207642206723,2,4,0,0.46210546626873006,0.680709804584064,1,15,20,"(2,1,1,0)",1757,0.07628507918866352
1708,12.31976237538367,4,1,0,0.7648711193747362,3.2570275554178205,2,29,20,"(2,1,1,0)",1758,0.07627118644067797
1709,6.316316134508967,4,2,0,0.6820715475122552,3.432597881085298,3,16,24,"(2,1,1,0)",1759,0.07625729369269242
1710,9.312868930080462,4,1,0,0.44197074449241947,1.805705594697057,0,31,6,"(2,1,1,0)",1760,0.07624340094470686
1711,3.3094207725989366,2,1,0,0.12453494948901454,1.333600914430603,2,17,1,"(2,1,1,0)",1761,0.07622950819672131
1712,7.305971672568077,3,3,0,0.49023102387603024,3.2784476521072414,1,30,13,"(2,1,1,0)",1762,0.07621561544873576
1713,3.3025216404944384,2,2,0,3.0794170502962706,0.3557055170357781,3,18,15,"(2,1,1,0)",1763,0.07620172270075021
1714,4.299070686887419,1,1,0,0.38192419924448706,0.23272209626916868,1,30,5,"(2,1,1,0)",1764,0.07618782995276466
1715,6.295618822259222,5,0,0,1.8866361897165345,0.06829454841900183,1,29,6,"(2,1,1,0)",1765,0.07617393720477911
1716,4.292166057124823,1,2,0,0.49790144392524804,0.004048711017724527,1,25,15,"(2,1,1,0)",1766,0.07616004445679356
1717,4.288712402001948,1,1,0,0.019133059535353505,1.9573499446655815,2,26,24,"(2,1,1,0)",1767,0.07614615170880801
1718,6.2852578674110235,4,0,0,1.3063619960320976,0.4383620236782649,2,22,21,"(2,1,1,0)",1768,0.07613225896082246
1719,7.281802463875165,5,1,0,0.4760158189926874,3.469253705716064,2,26,11,"(2,1,1,0)",1769,0.07611836621283691
1720,5.278346201920131,2,0,0,2.0830102522317877,0.9435586990175293,2,28,6,"(2,1,1,0)",1770,0.07610447346485136
1721,8.274889092074293,5,1,0,0.9153014078814533,1.7654510758651478,3,26,4,"(2,1,1,0)",1771,0.0760905807168658
1722,4.27143114486861,8,1,0,2.1904964574732433,2.0563090311436745,3,24,24,"(2,1,1,0)",1772,0.07607668796888024
1723,6.267972370836585,3,1,0,1.5483434734832422,1.5223740880998813,0,33,2,"(2,1,1,0)",1773,0.0760627952208947
1724,8.264512780514245,2,0,0,0.12877274351631338,0.2402108235613275,0,18,11,"(2,1,1,0)",1774,0.07604890247290914
1725,6.261052384440104,3,0,0,1.345696957032049,0.8701970466318308,0,21,17,"(2,1,1,0)",1775,0.0760350097249236
1726,5.257591193155125,6,1,0,0.8768410641612396,0.1118565407565241,0,24,13,"(2,1,1,0)",1776,0.07602111697693804
1727,1.2541292172027005,2,1,0,0.21749770445952749,0.37143489967648025,2,28,20,"(2,1,1,0)",1777,0.0760072242289525
1728,4.250666467128609,2,4,0,1.2784565274636597,0.8542494157827947,1,28,18,"(2,1,1,0)",1778,0.07599333148096693
1729,5.247202953480985,1,2,0,0.3311511729081901,2.3859642520931894,3,23,3,"(2,1,1,0)",1779,0.07597943873298138
1730,8.243738686810294,2,1,0,0.03364347263928734,1.295236867432509,1,28,12,"(2,1,1,0)",1780,0.07596554598499583
1731,8.240273677669295,2,0,0,0.09090685969563184,2.2099290199753003,1,20,10,"(2,1,1,0)",1781,0.07595165323701028
1732,13.236807936613001,1,2,0,0.28504965354695927,1.4027152641667,2,33,5,"(2,1,1,0)",1782,0.07593776048902473
1733,4.233341474198667,0,3,0,0.32947786123115125,0.04996587734469876,0,24,17,"(2,1,1,0)",1783,0.07592386774103918
1734,1.2298743009857334,1,2,0,0.8024701033537984,1.2375271067552267,2,22,8,"(2,1,1,0)",1784,0.07590997499305363
1735,6.226406427535814,3,0,0,0.7089524067396429,0.25699838231388594,2,15,5,"(2,1,1,0)",1785,0.07589608224506808
