step,vehicles,pedestrians,waiting_vehicles,waiting_pedestrians,avg_vehicle_wait,avg_pedestrian_wait,phase,phase_duration,time_in_phase
1783,7.059332488170222,6,0,1,0.33731472881164387,0.4988156934955779,3,39,28
1784,5.0558432774471385,5,5,0,0.8266944527654007,0.026752658405347393,2,29,19
1785,10.052353896615745,3,5,0,0.28096266780747,3.636915003011981,3,31,20
1786,5.048864356305307,1,2,1,0.05859542813006674,0.3651122416740187,1,29,2
1787,3.0453746671455626,1,1,0,0.8639079980444974,2.1027250115193508,0,35,23
1788,7.041884839766714,3,1,2,0.6852864503627442,0.8906163280880655,1,26,24
1789,14.03839488479938,4,1,0,1.555674242962168,0.5052538754631573,1,27,0
1790,6.034904812874567,1,3,1,2.337383688036256,1.064888716061371,2,21,27
1791,4.031414634623642,2,1,0,0.18325707977112046,0.744213595513224,3,22,14
1792,4.02792436067829,8,2,0,0.2259805015242155,1.4195560392904052,0,36,20
1793,6.024434001670494,0,1,0,3.600970835600476,2.929277240607821,0,38,15
1794,9.020943568232493,5,1,0,0.649436317973156,0.13067142477114133,0,39,10
1795,5.017453070996748,2,0,1,3.6616384967870985,0.5060798410130564,1,37,5
1796,3.0139625205959226,2,0,0,0.49576311756432195,0.20919706977167946,2,33,18
1797,6.01047192766284,4,0,0,0.5126991900454257,8.590451051863873,0,26,18
1798,9.006981302830447,3,0,1,1.4730302297642428,2.1327929405097374,1,22,5
1799,8.003490656731797,3,0,1,0.12239358939839484,4.291747844371244,1,25,28
1800,6.0,1,1,1,0.6392104774919608,0.7754112735660147,2,34,23
1801,4.996509343268203,6,3,1,0.5745756049908005,5.644021831112105,1,21,17
1802,4.993018697169553,6,2,1,0.04317559488371675,2.478779747218538,3,37,11
1803,7.989528072337161,4,3,1,0.4498377515909257,1.3020868953153195,1,39,9
1804,3.986037479404077,6,0,2,0.610012694867464,2.2942477688665193,2,30,22
1805,1.9825469290032525,2,2,2,0.07169147009834911,0.3408938065452769,1,21,11
1806,5.979056431767508,2,1,0,0.024415813696825724,0.9390882174368637,1,26,16
1807,3.9755659983295057,1,2,2,1.0991424636354867,1.9371529204610214,1,26,0
1808,6.97207563932171,3,3,0,0.27656293177141533,2.5572347612237554,0,39,14
1809,3.968585365376359,0,2,0,0.5403760085295821,0.6107899050007948,3,38,28
1810,5.965095187125433,0,0,2,0.1001353653959106,12.02945127005268,0,39,11
1811,3.9616051152006206,5,4,0,0.12762950512259996,4.47556872505937,1,34,17
1812,3.9581151602332865,4,3,1,0.2013063464361112,2.1685985566501174,1,36,24
1813,5.954625332854437,3,1,1,0.036316822754075204,9.059563526949269,1,31,4
1814,7.951135643694695,1,2,0,1.7245177725308554,1.7966918499234614,2,31,0
1815,9.947646103384253,3,3,1,2.839344870929767,7.3512009459558305,3,38,5
1816,4.944156722552862,5,2,1,0.8861317976599751,3.4833710825171456,0,34,1
1817,11.940667511829778,0,1,3,2.03419429981304,0.6126629046150956,3,20,11
1818,4.937178481843743,6,2,1,0.1747986210949575,1.3002017346797914,1,36,29
1819,7.933689643222948,2,1,1,0.7158246340457562,0.762307403023912,2,20,10
1820,5.930201006594999,3,1,3,0.18517201151804857,3.198281641910969,3,25,8
1821,8.926712582586887,8,2,0,6.429013571883744,3.637810613876642,2,36,11
1822,4.92322438182496,4,3,0,0.07186853087537294,2.881558063091671,3,23,13
1823,7.919736414934881,5,1,2,0.7043721499310235,1.9718716035575423,1,35,6
1824,9.916248692541602,4,2,1,0.14287766863704013,1.2857102293210123,0,25,16
1825,6.912761225269328,4,2,0,0.08536049119883178,10.380862572938225,2,25,19
1826,6.909274023741492,2,0,0,1.5935414615415493,0.07103425253164422,3,30,25
1827,1.9057870985807155,4,0,2,0.10022441553193104,0.33056758728165636,1,38,26
1828,5.902300460408774,2,2,0,0.02909530757616357,2.2828589169840647,1,23,0
1829,6.8988141198465724,2,3,1,3.5864364034429044,3.524650251921411,0,26,6
1830,6.8953280875141125,3,6,2,0.2451353655796387,7.901707965976259,3,21,4
1831,0.8918423740304493,2,6,0,2.2328519688402277,1.6856620219028735,0,28,4
1832,5.888356990013674,2,1,0,3.668636649108416,0.7727132375744626,3,38,8
1833,7.884871946080866,1,4,2,1.6730578234019169,4.975386307886435,1,34,22
1834,7.881387252848076,3,1,0,0.1315239851831268,1.4521464925320586,2,33,27
1835,6.877902920930287,5,2,0,0.22428114140418337,0.3454739280728656,3,38,29
1836,2.8744189609413735,4,0,1,0.23687325082419575,1.8457741428764818,0,34,3
1837,1.8709353834940843,3,4,0,1.2733769569433944,1.863844472882017,1,21,0
1838,6.867452199200001,5,1,0,0.23750491521617273,0.650884544510647,0,36,19
1839,6.8639694186695035,1,2,1,0.036522767806282885,0.382825159523825,2,33,7
1840,4.86048705251175,2,3,2,0.7362254740244717,0.3843201684178502,0,37,0
1841,7.857005111334629,6,1,1,1.067218998125526,4.333910296057463,2,29,9
1842,6.853523605744737,2,2,1,0.7403283741466529,1.738065274694784,2,25,6
1843,5.850042546347345,0,3,2,0.8060068009697501,3.3328639475640442,1,36,5
1844,7.846561943746362,7,2,0,0.7323873002794378,8.20694581558303,1,26,26
1845,4.84308180854431,2,1,0,0.3701735069586977,3.925502600900957,2,37,27
1846,6.839602151342283,3,1,1,3.745427388408311,0.4268915907012164,1,21,2
1847,5.836122982739919,3,1,0,2.1848262743668725,1.3613594759441625,2,26,9
1848,2.832644313335369,5,4,2,0.4678392534454536,1.7132656143514848,1,25,6
1849,5.829166153725265,4,4,0,0.048577374012118556,3.0204942865274815,2,20,28
1850,4.825688514504684,1,3,0,2.3422926176733325,8.373956852801008,2,37,7
1851,3.8222114062671166,3,2,2,1.626816911424243,0.8388681177619337,1,22,1
1852,3.8187348396044407,1,1,0,0.10168821201036181,4.9370247936092575,3,30,7
1853,3.815258825106877,2,3,1,1.4368522316010448,0.18723428237607215,1,34,9
1854,3.811783373362972,3,2,0,0.72312202681555,5.138760628968184,1,22,27
1855,4.808308494959553,1,0,0,0.16759916388444332,2.9654055049466237,0,20,21
1856,-0.19516579951829896,3,2,0,1.5479329550416205,0.07238470429330687,1,22,13
1857,4.801360500512723,3,1,3,0.527511861951388,2.3588829740048975,2,37,4
1858,8.797887405634107,3,2,0,2.895399467955018,6.6967304264693155,3,34,26
1859,4.794414926425506,3,4,2,0.05260060500762816,1.4165528312920908,1,33,12
1860,3.790943073464694,5,3,2,3.3237809159048157,0.31185790641012767,2,24,9
1861,3.787471857327534,5,4,0,0.11051011611968091,11.188797575646653,1,36,20
1862,8.784001288587953,2,0,1,0.044184937468761926,1.3476876908404267,2,38,22
1863,5.78053137781791,2,3,1,1.0461441013330781,1.876058220487407,2,35,19
1864,0.777062135587349,5,1,1,1.131643839330709,8.551430524679587,3,38,11
1865,6.773593572464188,4,0,0,0.26425082890401064,2.1974954963057183,0,39,9
1866,3.770125699014267,6,3,0,2.5048508953811033,2.8188723551707713,3,25,0
1867,5.766658525801334,3,3,2,1.9435452464389056,3.0942502655247313,3,39,20
1868,4.763192063386999,1,2,0,0.3985101031651276,3.500845028867972,0,27,26
1869,5.759726322330706,2,4,2,0.7023901159550016,4.025635723164685,2,34,6
1870,3.7562613131897056,1,2,0,1.8351723173656613,0.19429745112288754,2,30,9
1871,2.752797046519015,3,2,1,2.1503168039172555,6.808099466500525,2,24,16
1872,7.7493335328713915,4,7,1,1.9091502319122897,1.9705903624892152,1,29,29
1873,6.745870782797299,6,4,0,0.37424197708803963,1.908165918712369,1,36,4
1874,8.742408806844875,1,2,0,1.7394288738268164,4.512458356121114,1,31,15
1875,9.738947615559896,6,1,0,1.20157614645338,0.9159553783859391,3,37,0
1876,1.7354872194857558,6,6,2,0.8964542873443989,2.6672080970853047,2,38,9
1877,7.732027629163416,2,3,0,3.9752893206739324,0.9531921082313604,2,36,12
1878,3.7285688551313916,5,1,1,1.0936602340829842,3.5767425690599266,1,25,22
1879,9.725110907925707,4,1,0,2.436670621547043,1.4182658335757878,3,30,16
1880,4.721653798079869,5,2,0,1.6748291144300735,0.5164199905942789,3,21,24
1881,3.7181975361248347,2,1,2,0.05535852919532678,5.989017400705633,0,21,27
1882,5.714742132588977,4,3,2,0.37262029979989597,3.499032424995322,3,36,9
1883,6.711287597998054,6,2,2,1.1273546469875342,0.03572283388507668,0,36,18
1884,6.707833942875177,4,5,2,0.6921356523225255,0.16667078519449113,3,33,9
1885,6.704381177740779,3,0,1,3.7345535560389114,1.191278481989104,0,39,17
1886,10.700929313112582,0,3,1,1.0513827349660587,3.7865183336742976,3,37,7
1887,2.697478359505562,0,3,0,3.1755175002475378,0.8072518713125242,0,39,15
1888,2.6940283274319246,2,3,1,0.27663904049359245,11.711285355158807,0,35,19
1889,2.690579227401064,1,2,1,2.736536277640696,6.28576834881928,3,35,2
1890,-0.31286893008046146,3,2,2,0.9244010440362026,4.999412251830003,0,27,11
1891,6.683683865491034,7,2,0,0.28907380864531185,0.022963135107839715,3,21,5
1892,9.68023762461633,0,1,1,0.5936050564367249,8.311486644305948,0,35,25
1893,7.676792357793278,6,3,2,4.161909358218654,2.2377154677415696,0,35,16
1894,2.673348075516756,5,3,1,3.8471299374030266,2.2369918320858138,1,21,16
1895,4.669904788278644,1,2,3,0.026669218483112392,0.2596543671213891,2,29,15
1896,8.666462506567797,3,1,0,0.440779487505812,2.3503743614628245,1,35,15
1897,5.663021240869995,3,1,2,2.755149054025249,1.8805848845274686,2,23,22
1898,5.659581001667936,3,1,1,0.039671977842112814,1.9490855165258374,3,29,22
1899,6.656141799441182,1,1,0,3.7740697760412263,0.5312216969431542,2,38,25
1900,4.652703644666139,6,4,1,0.5891911052908196,1.958458897659363,2,33,7
1901,3.6492665478160267,2,3,1,0.14634340831992493,0.187701356848656,0,29,22
1902,8.645830519360834,6,4,0,0.4299714081391733,0.05404647614755766,2,34,15
1903,9.6423955697673,2,1,0,1.9813289048142337,0.599385111429843,3,33,20
1904,0.6389617094988806,3,1,2,7.755674612064499,4.044870785133616,3,26,25
1905,6.635528949015705,1,3,0,0.17238076562287255,2.3129505645570703,1,26,22
1906,6.63209729877456,2,1,1,1.2178861217226553,5.618040600413652,2,25,17
1907,8.628666769228847,5,4,2,3.11327906508413,1.2315994610825145,3,22,22
1908,4.62523737082855,3,1,0,2.7596479350166807,1.0763577484051658,3,35,21
1909,7.621809114020218,3,0,1,0.5801605098296181,3.010340447836659,1,23,28
1910,3.6183820092469103,4,1,2,2.4098767599493915,1.3067383611127807,1,29,23
1911,1.6149560669481855,2,1,1,0.2552196094805164,1.2000256485945124,1,28,12
1912,6.611531297560057,0,1,1,1.20000514964515,1.5686258743864148,0,32,6
1913,3.6081077115149647,3,5,1,1.0935632984079366,0.30465231453084307,0,30,11
1914,6.604685319241748,4,3,0,1.8327909893265615,0.5667074553821445,0,37,22
1915,5.601264131165606,7,2,1,0.31207422760140485,2.3115771674625343,1,27,21
1916,6.597844157708071,4,1,0,1.1893834539150445,2.344139638325047,3,31,16
1917,7.594425409286975,3,2,1,1.1312384385253536,2.2304638155171768,1,29,12
1918,4.59100789631642,0,0,1,0.10557981297116414,0.5572388915736326,1,35,5
1919,4.587591629206741,4,4,0,0.4816337960713211,1.4298842377261343,3,37,15
1920,8.584176618364483,1,2,0,0.2789815227438675,6.345988371632265,1,22,13
1921,2.580762874192357,8,0,1,9.365027609082961,4.932334380219933,1,26,6
1922,2.577350407089223,2,1,2,5.600418839308506,2.038203810147157,1,37,17
1923,5.573939227450047,3,2,0,0.34911650401238375,5.777493669370949,1,28,18
1924,4.570529345665874,6,1,0,1.9835710271438631,2.8099059273354507,0,34,26
1925,8.567120772123793,4,0,1,2.0344050106156164,1.3286760212111401,3,30,6
1926,5.563713517206915,1,2,0,3.2968376088757756,3.744958907424618,2,38,6
1927,7.560307591294325,3,2,1,0.16597203671942612,0.8989157203188152,1,26,27
1928,5.556903004761065,0,1,0,1.3216851563666279,4.8216107040652085,0,39,26
1929,3.553499767978098,1,2,0,0.2766335717707069,0.9993338011004603,0,26,16
1930,4.55009789131227,7,5,1,1.2863389882577771,3.9564736967476355,3,34,1
1931,4.546697385126289,2,1,2,2.468536233392182,0.8257973353802897,3,23,13
1932,7.543298259778689,1,1,1,0.10168201794306021,6.219762476424481,1,33,10
1933,6.539900525623791,1,2,2,1.2160035267691691,0.5109530690073476,0,36,8
1934,5.5365041930116865,2,2,0,0.9256041816222655,3.1734533784845587,1,38,6
1935,5.53310927228819,1,3,1,0.23171458027188535,1.3134918878237734,3,37,2
1936,6.52971577379482,3,0,0,0.3254721980184076,0.04658102322692099,2,25,22
1937,6.526323707868763,2,0,1,0.8820163252112702,1.0081028571434445,0,24,23
1938,3.522933084842838,4,1,1,2.3635608354959903,0.5661318306022957,0,29,7
1939,5.519543915045473,1,2,3,1.3493870394825935,2.0255371590822135,2,23,17
1940,8.516156208800664,1,1,3,0.03339931506635994,0.7523329486091064,2,31,3
1941,10.512769976427954,3,2,1,0.1618780313487123,0.18847718162783378,2,34,24
1942,6.509385228242395,4,1,2,2.5712327463545432,7.648765291437965,3,35,12
1943,8.506001974554515,4,2,2,1.268843791939687,4.662967739291729,3,31,15
1944,5.502620225670291,2,2,2,0.021873563163858103,0.11599483787016687,0,36,28
1945,2.499239991891118,1,4,0,1.0880418570040764,0.7916242973039039,3,28,26
1946,2.4958612835137726,3,4,2,0.2215395790480548,2.488853975166443,2,30,20
1947,5.492484110830389,2,1,0,3.029779809475003,0.9691641599258174,3,27,24
1948,1.4891084841284195,2,1,1,0.15670413453504722,0.8275297642871969,1,34,4
1949,4.485734413690608,1,1,1,0.09611858479906606,2.2649923684116233,1,37,0
1950,4.4823619097949585,6,2,0,1.2421122143394887,0.5402413094028601,0,27,29
1951,7.478990982714704,0,1,1,1.888568528052006,2.6140550336877455,1,30,13
1952,7.475621642718271,2,2,0,0.383933764400753,0.23387494262815467,3,20,4
1953,3.472253900069254,3,0,7,0.4303110164663774,0.982432339767913,2,35,13
1954,4.468887765026383,4,1,1,0.5295401386567113,0.30705964967093863,1,31,19
1955,5.465523247843486,3,5,1,1.74193873721383,0.8795837234174473,3,21,10
1956,6.462160358769469,2,2,0,0.36455833201322757,2.8705680403275418,2,22,0
1957,0.4587991080482733,3,3,2,0.11073777713058704,3.608688285830656,0,27,3
1958,4.455439505918851,6,3,2,0.4438365997115503,0.39163865961966804,2,39,18
1959,7.452081562615136,4,1,2,4.058844887834794,3.4282376948280033,1,20,6
1960,6.448725288366002,3,7,1,0.6841335058784289,0.22012884175250697,2,24,11
1961,5.445370693395244,5,2,0,0.9851179333002339,0.6101114733908306,0,25,12
1962,5.442017787921542,2,0,1,1.724107548778814,1.7345017358298442,2,21,24
1963,2.4386665821584246,0,2,0,0.981169571395703,8.874122627038945,3,39,17
1964,8.435317086314246,5,2,2,1.2834971188631565,9.081934655746654,1,30,3
1965,6.431969310592155,2,3,2,2.5478099766151847,1.6268749095549166,0,27,9
1966,1.4286232651900528,5,5,0,0.5600970895842874,4.086721112843535,1,24,23
1967,7.425278960300577,1,3,2,0.1418367434340636,2.0149930677242778,3,21,8
1968,3.4219364061110573,8,4,2,0.11907144886197504,3.4827694216221956,1,29,20
1969,5.418595612803495,1,3,1,1.831478011816673,2.6466926762715586,1,30,23
1970,3.4152565905545273,8,5,0,1.276780605658838,2.986455620582512,2,26,14
1971,7.411919349535392,4,3,1,1.0029696448104715,1.4478007800904895,1,21,14
1972,4.408583899911907,5,1,3,3.1910728542955393,4.47615241216919,3,24,13
1973,1.4052502518444285,1,5,0,1.1829103091806816,1.4749180109886761,3,22,12
1974,5.401918415487827,0,1,0,0.05862696036422325,3.0584670398007434,3,31,21
1975,7.3985884009914535,2,1,0,0.7588068720313011,5.1053209006492395,0,22,1
1976,5.395260218499112,1,1,0,0.2903181192513827,2.6647218056488913,0,20,22
1977,0.39193387814901903,2,1,0,1.1652150382086595,1.7821761131171128,3,20,26
1978,2.3886093900737895,2,3,0,0.249451993818508,1.8786211602349423,1,23,9
1979,3.385286764400386,6,2,1,1.242721652212805,3.0844994417378184,2,28,1
1980,4.381966011250105,7,4,1,2.5780815526481615,0.2417225828375038,2,31,9
1981,12.378647140738536,2,3,0,0.09636824979797945,2.5303170056953297,0,31,6
1982,5.375330162975535,1,5,0,0.35966491621150765,1.1747245408228322,2,29,9
1983,10.37201508806519,3,3,1,1.3431706381877417,0.36321295472818094,3,25,6
1984,8.368701926105796,2,4,1,1.4904868839727137,6.091207107972401,0,38,0
1985,6.365390687189816,2,1,2,1.0605783638798996,1.7210328520250886,1,30,8
1986,0.3620813814038599,2,1,1,0.17972604438057055,1.5265632141122323,1,32,9
1987,7.3587740188286475,2,2,2,0.3334907544768709,1.9544222655215084,2,39,25
1988,4.355468609538978,2,4,0,2.8547126622126195,2.4357524023087667,0,26,14
1989,1.3521651636037015,4,1,3,2.0526434660543584,0.5411460754648266,0,39,12
1990,4.348863691085687,5,0,2,3.5954250710086963,2.4553525744788485,0,37,27
1991,9.345564202041793,2,2,0,0.6312793633575519,1.0864017332849383,0,23,24
1992,6.3422667065228335,1,0,1,0.6948409783498096,3.135903878301792,2,33,21
1993,6.338971214573554,1,6,1,0.35948704803077625,3.694560769879518,0,34,22
1994,5.335677736232594,5,3,0,0.8921444821025072,0.018781031890520626,3,23,2
1995,7.332386281532459,0,1,0,2.1252960405595944,3.149947170224265,0,34,13
1996,3.32909686049949,6,2,2,0.34151361824588977,1.0866080748436242,0,27,10
1997,5.325809483153836,4,3,1,0.18187708443377978,0.9049865310496307,0,31,23
1998,1.3225241595094177,6,0,1,1.666103287315921,1.1666140135397591,1,22,18
1999,3.3192408995738996,3,2,2,1.4186494054507626,2.1429230068130285,1,39,27
2000,4.315959713348663,2,3,0,2.120858942655673,0.3041371058584056,0,35,21
2001,6.312680610828768,4,5,2,1.6709590037060194,2.995395568384756,3,21,29
2002,2.3094036020029307,2,1,0,0.6522185388130187,1.4727206750218669,1,23,7
2003,8.30612869685349,4,6,2,0.20465448752700327,0.4354009684240744,2,27,13
2004,2.3028559053563695,5,2,0,1.5043058824315845,1.7802107497579929,0,33,12
2005,3.2995852374810646,3,3,1,2.528445259621553,2.1338565362766055,3,37,15
2006,3.296316703190597,3,3,2,0.19899197202156924,1.0627277605102683,3,37,27
2007,10.293050312441485,1,3,1,0.8774296256942543,5.747323124235343,2,24,1
2008,2.2897860751837262,1,2,2,0.4785307485157356,2.9869438327702107,2,35,23
2009,6.28652400136075,5,2,0,0.8794188922605597,2.7067590860467368,3,37,4
2010,3.283264100909399,4,2,0,0.03819407478961053,0.13704958340132858,1,38,20
2011,7.280006383759899,1,0,1,0.5234616341283583,1.7410296581857474,1,22,7
2012,3.2767508598358157,5,2,1,0.7945060933608129,4.75595850630707,3,39,1
2013,7.273497539054044,1,2,1,0.196251336341712,2.7588175462344555,1,39,10
2014,6.270246431324761,5,4,0,0.6280621645119729,0.6626788684724252,0,30,18
2015,7.266997546551405,3,0,0,0.23233632516408842,4.937115991634643,2,32,8
2016,4.263750894630644,3,2,1,0.2914910212100814,1.1532727799790883,2,21,26
2017,5.260506485452342,8,3,1,4.561865935969326,6.163356083249947,1,32,27
2018,8.25726432889953,4,1,2,1.104990970199384,1.794964271370709,1,39,12
2019,5.254024434848382,2,2,3,0.5920076640070495,3.8616000568911906,0,26,29
2020,5.250786813168176,1,0,1,0.8839585766239659,2.36657639983549,0,20,8
2021,4.247551473721269,4,2,2,0.5795915834322177,0.8610982927501067,3,27,8
2022,7.244318426363066,4,1,1,1.1050732251908646,2.65199196712391,1,25,18
2023,6.24108768094199,4,2,1,0.0005755637307482373,0.024030950713123868,1,27,16
2024,8.237859247299452,1,3,3,0.3232153404544705,4.507587904945639,1,22,15
2025,3.2346331352698208,5,0,0,5.40303149065798,8.44104163585759,2,33,22
2026,7.231409354680393,5,1,0,0.14300528081331262,0.5799707510493359,0,24,0
2027,10.228187915351363,4,4,0,0.0986633738231742,5.377595525336254,2,22,9
2028,4.224968827095795,3,2,1,0.8154821631474337,0.459312407266981,1,29,5
2029,6.221752099719588,3,7,0,0.41239330581475725,1.6906344810356129,3,26,2
2030,5.218537743021452,2,2,0,0.9157386569046979,0.8653891352154651,0,31,18
2031,3.2153257667928776,6,1,1,3.884630924912965,0.5324731218278592,1,38,28
2032,6.212116180818098,1,0,0,0.1618396221909103,3.523266768366113,2,34,14
2033,3.208908994874071,7,1,2,0.6957284209076894,4.107524481550573,0,21,27
2034,7.205704218730439,4,6,1,1.7066130102190664,4.559940243811529,0,20,22
2035,2.202501862149507,4,2,0,0.21028285157490192,0.02128928600737705,1,20,16
2036,2.199301934886211,3,1,2,1.4941870888699194,4.707090240938224,3,33,7
2037,1.19610444668808,2,0,5,0.6133920942729081,0.13205899113730216,1,21,24
2038,3.1929094072952195,2,2,2,1.1636488829298084,1.4874016404218855,2,34,21
2039,8.189716826440275,2,1,1,0.8948786898547579,0.481785349194278,2,36,23
2040,3.1865267138483997,5,1,1,0.7186177090998517,5.930236628128059,2,27,5
2041,6.18333907923723,8,1,1,0.7824859020408853,2.149297280607469,3,32,19
2042,6.180153932316855,2,1,0,0.1911402721058075,1.5799188477486532,0,36,29
2043,2.1769712827897822,4,5,1,0.6833819567340247,1.4682654626457974,1,35,11
2044,2.173791140350917,5,2,0,1.6783954135586179,1.2956312409880721,0,30,0
2045,2.1706135146875223,1,2,0,2.7235802482751215,1.6058053711118307,0,27,3
2046,5.167438415479198,5,3,1,1.1824030002373038,2.084620656668843,0,20,6
2047,5.164265852397847,5,1,1,2.107477894638988,4.246611112723507,0,26,29
2048,6.161095835107646,2,3,1,0.8500584319142569,0.6784783478563666,3,22,1
2049,4.157928373265018,2,2,1,0.29226621858874263,4.078880158556038,2,32,23
2050,5.1547634765186015,1,0,2,1.5446061361697836,4.437035157022958,2,25,27
2051,10.15160115450922,4,1,0,1.4521868236833926,4.763780322684505,3,33,10
2052,4.148441416869854,4,2,2,0.008756169313683235,7.099814280141814,3,32,8
2053,4.145284273225616,4,1,2,0.7835387029532811,7.842464101461273,1,21,0
2054,5.142129733193709,4,1,1,3.3126427100288067,0.2855130524650451,3,30,11
2055,8.13897780638341,2,6,3,4.989362108463221,5.253420987783085,1,20,29
2056,7.135828502396036,4,6,0,0.7326007259828314,4.668360582825094,1,27,7
2057,11.132681830824911,3,4,0,1.5352470798769537,1.184648936292747,3,26,12
2058,3.129537801255345,2,2,4,0.021361663163410392,2.938915524921705,2,33,29
2059,5.126396423264596,2,4,2,0.3745089787176889,6.533256486618204,3,37,25
2060,3.123257706421845,2,3,2,1.5351489224195123,0.23944673217099174,0,30,18
2061,3.1201216602881705,3,0,1,1.2701043414788178,1.0944040869022176,0,36,19
2062,2.11698829441651,1,3,2,1.2965751518447528,9.124943326494128,0,36,5
2063,6.11385761835164,4,2,0,1.4308295008595069,1.9861955885483016,1,29,20
2064,7.1107296416301455,4,2,1,0.6731617632592468,0.2406488934068443,1,20,3
2065,2.1076043737803825,7,1,0,3.3346865150196763,8.112898285942482,0,22,21
2066,6.104481824322462,5,3,1,0.5471245873301503,5.825909911969337,0,24,22
2067,1.1013620027682074,2,4,1,2.7884128199364366,4.105301046678408,3,26,24
2068,7.0982449186211385,6,0,1,0.07462857525461387,3.944505550203026,3,37,10
2069,5.095130581376435,8,2,1,2.270079082070605,1.6636373593565028,3,28,11
2070,4.0920190005209065,5,2,1,0.43365324812932216,5.203552930518209,3,33,8
2071,1.0889101855329686,0,1,4,1.2937286218100894,0.91209757497622,1,32,1
2072,5.085804145882612,1,2,1,0.0678583283573455,1.1101667095852943,2,27,24
2073,5.0827008910313705,5,6,1,0.10011894788156349,0.6084118832490111,3,35,29
2074,7.079600430432297,2,3,1,0.07041481261018616,1.2901347297675674,1,39,11
2075,3.0765027735299326,1,2,2,0.7960723093389656,0.6652888609173964,1,21,15
2076,5.073407929760276,2,2,1,0.6458178459760379,1.0381279205505805,3,27,15
2077,6.070315908550762,4,2,2,0.4613042273037156,2.931006067173981,0,21,3
2078,5.067226719320217,3,2,1,0.7086148311404069,1.405737231005707,0,39,17
2079,5.064140371478854,1,1,1,0.4515185039560755,3.648878918698004,0,30,7
2080,4.061056874428219,5,0,2,2.462045342387573,1.6300239125489435,1,37,3
2081,3.05797623756118,7,2,1,0.9928467637075882,0.3748032038703681,0,29,12
2082,4.054898470261892,5,2,0,0.4456620388633151,3.3879247916124138,1,22,17
2083,4.051823581905768,2,4,0,0.7276730757168423,0.17050912587528808,2,31,29
2084,11.048751581859449,0,3,1,2.422272739332152,7.13742428304018,3,21,2
2085,5.045682479480783,2,0,1,0.6313741150743261,4.596959389972194,1,35,24
2086,3.0426162841187865,3,1,1,0.6686057292636195,8.248436307748783,0,21,26
2087,4.039553005113623,1,2,0,0.49443822474183813,0.7147161630588459,3,25,5
2088,10.03649265179657,5,2,4,0.36208186612221455,1.6407168161196855,0,34,25
2089,6.033435233489995,7,1,1,0.7658313890791194,0.536214753087511,2,38,28
2090,7.030380759507326,3,2,2,1.600843154243235,1.3724740788878753,0,30,9
2091,7.027329239153019,1,2,0,0.5505931873924298,0.6982560885873045,3,35,4
2092,4.024280681722535,1,6,0,0.30863924230551487,4.789360300924644,0,33,14
2093,9.021235096502307,5,3,0,1.2945755726735955,0.32408087022126225,2,35,11
2094,5.018192492769718,2,2,1,1.9838158400448667,0.6375363806208212,3,21,6
2095,4.0151528797930665,3,1,0,0.02645784654571721,0.7665820722368244,2,35,15
2096,4.012116266831538,5,2,1,1.2009663904491916,3.350338245676829,3,25,1
2097,5.009082663135185,4,1,0,2.7742742555650275,2.4881430841665972,1,35,10
2098,4.006052077944889,3,1,0,0.11107642831014093,0.3662222437410766,3,38,24
2099,6.00302452049234,2,3,0,2.75423357192587,2.326259574399974,0,27,9
2100,10.0,2,0,2,0.15034766184102086,4.684010728403298,3,34,14
2101,1.9969785256810852,2,5,2,6.90584592392651,1.504721040592538,0,23,24
2102,8.99396010673953,0,0,0,0.860319998008549,2.365792826937975,3,33,25
2103,4.990944752369962,2,0,2,1.5711071792833307,1.8980815869785292,2,38,25
2104,4.987932471757672,3,1,2,0.07780475939111939,1.1072140167711493,0,37,23
2105,2.984923274078592,8,3,2,0.12973889570307406,0.006440742986494384,0,38,17
2106,10.981917168499258,4,2,0,3.9660225236821365,0.5153907812195033,0,24,5
2107,4.978914164176788,2,2,1,5.362371017936271,7.351244766150973,0,23,19
2108,3.9759142702588575,4,3,2,0.3894434798466963,1.0948906267698897,1,39,18
2109,5.97291749588366,1,4,1,0.5021146079004059,0.8814383276734722,2,21,27
2110,4.969923850179892,3,1,0,0.012031728152096778,2.3791470909653736,0,21,2
2111,6.966933342266716,1,3,2,3.7486995142129196,5.853224808786344,3,28,29
2112,2.9639459812537394,2,3,3,2.996055040089111,0.9004958806858339,0,32,24
2113,5.960961776240982,6,1,1,0.14789563498546857,0.6310741505117179,0,34,3
2114,8.957980736318847,2,1,0,0.5450712068986596,5.806014390611059,2,21,7
2115,2.9550028705681024,6,4,2,4.08099898260964,3.7125946737333333,2,20,0
2116,5.952028188059842,7,1,2,0.16131979157284407,3.03165396974514,0,34,9
2117,1.9490566978554642,4,1,0,2.483221343326433,2.036546959098394,1,28,11
2118,6.946088409006645,4,1,1,0.2703191801669427,1.3858722633969942,1,35,19
2119,12.943123330555306,1,0,0,0.0849301172128124,2.5392550075932534,3,28,23
2120,2.9401614715335906,3,2,0,0.1840309772767332,0.6112652134785332,3,25,7
2121,8.937202840963835,3,1,2,1.4849047529201904,4.250527930709972,3,35,15
2122,6.9342474478585405,4,0,2,0.17722897392004033,1.3463298584944516,3,39,25
2123,4.931295301220348,5,1,1,0.004496257569622961,3.513592208517851,1,37,20
2124,2.928346410042007,3,7,1,1.793690087877464,4.1740842128088085,1,39,6
